Model,Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel,Fuel_Consumption,,CO2_Emissions,CO2,Smog
2023,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6,AS10,X,14.5,12.3,318,3,6
2023,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.2,12.3,327,3,6
2023,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,X,11.6,8.7,241,5,7
2023,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4,A10,X,12,9,251,5,7
2023,Ford,Explorer AWD,SUV: Standard,3,6,A10,X,13.4,9.8,277,4,5
2023,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,3,6,A10,X,13.8,9.6,280,4,5
2023,Ford,Explorer AWD,SUV: Standard,3,6,AS10,X,13.4,9.8,277,4,5
2023,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,3,6,AS10,X,13.9,9.7,282,4,5
2023,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,12.2,10.5,269,4,7
2023,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4,AS10,X,12.5,11,277,4,7
2023,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,A10,X,10.1,9,225,5,6
2023,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12,9.2,252,5,6
2023,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13,9.6,269,4,6
2023,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.2,9.8,261,4,6
2023,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,16.8,12.8,244,5,6
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,3.3,6,AS10,X,12.5,10.2,268,4,6
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,3.3,6,AS10,E,17.5,12.4,253,5,6
2023,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.4,10.2,281,4,6
2023,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,14.1,10.2,291,4,5
2023,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,19.4,13.2,270,4,5
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,14.6,10.4,300,4,5
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,19.9,13.8,279,4,5
2023,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.8,10,271,4,6
2023,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13.5,10.2,280,4,6
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.6,10.7,277,4,6
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,E,17.1,13.1,247,5,6
2023,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,13.6,10.3,284,4,6
2023,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.6,11,308,4,6
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS10,X,14.2,10.9,298,4,5
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS10,E,19.7,13.8,278,4,5
2023,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,15,10.9,309,4,5
2023,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,20.4,14.1,286,4,5
2023,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.8,13.2,344,3,6
2023,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.8,13.2,357,2,6
2023,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,X,16,14.4,359,2,6
2023,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.6,14.8,370,2,6
2023,Ford,F-150 Raptor R 4X4,Pickup truck: Standard,5.2,8,AS10,X,22.8,15.9,460,1,5
2023,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.8,309,4,6
2023,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.6,11.6,311,4,6
2023,Ford,F-150 Tremor 4X4 FFV,Pickup truck: Standard,5,8,AS10,X,15.2,11.9,321,3,5
2023,Ford,F-150 Tremor 4X4 FFV,Pickup truck: Standard,5,8,AS10,E,20.3,15.2,295,4,5
2023,Ford,F-150 Tremor 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,15.4,11.8,322,3,5
2023,Ford,F-150 Tremor 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,20.7,15,298,4,5
2023,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,X,10.1,10.1,236,5,6
2023,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,10.5,10.4,245,5,6
2023,Ford,Maverick AWD,Pickup truck: Small,2,4,A8,X,10.9,8.4,230,5,6
2023,Ford,Maverick Tremor AWD,Pickup truck: Small,2,4,A8,X,11.9,9.9,257,4,6
2023,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4,AV,X,5.8,7.1,149,7,7
2023,Ford,Mustang,Subcompact,2.3,4,A10,X,11,7.4,220,5,5
2023,Ford,Mustang,Subcompact,2.3,4,AS10,X,11.6,8.1,235,5,5
2023,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,11.7,8.6,242,5,5
2023,Ford,Mustang,Subcompact,2.3,4,M6,X,11.6,8.3,238,5,5
2023,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,11.9,8.7,246,5,5
2023,Ford,Mustang,Subcompact,5,8,AS10,X,15.2,9.7,299,4,5
2023,Ford,Mustang,Subcompact,5,8,M6,X,16.2,10.2,317,3,5
2023,Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,11.8,8.3,240,5,5
2023,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,12,8.5,244,5,5
2023,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,12.1,8.9,252,5,5
2023,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.6,244,5,5
2023,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,X,12.3,9.2,256,5,5
2023,Ford,Mustang Convertible,Subcompact,5,8,AS10,X,15.8,10.4,313,4,5
2023,Ford,Mustang Mach 1,Subcompact,5,8,AS10,X,15.2,10.1,303,4,5
2023,Ford,Mustang Mach 1,Subcompact,5,8,M6,X,17.3,11.3,343,3,5
2023,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.6,255,5,3
2023,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,2.3,4,AS10,X,12.3,9.7,261,4,3
2023,Ford,Ranger Tremor 4WD,Pickup truck: Standard,2.3,4,AS10,X,12.4,12.3,293,4,3
2023,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,X,9.8,8.9,221,5,6
2023,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,X,10,8.3,216,5,6
2023,Genesis,G70 AWD,Compact,2,4,AS8,Z,11.4,8.2,236,5,3
2023,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,13.5,9.1,273,4,3
2023,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,225,5,5
2023,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,14.8,9.9,298,4,5
2023,Genesis,G90,Full-size,3.5,6,AM8,Z,13.6,9.6,274,4,5
2023,Genesis,GV70 AWD,SUV: Small,2.5,4,AS8,Z,10.7,8.4,229,5,5
2023,Genesis,GV70 AWD,SUV: Small,3.5,6,AS8,Z,12.9,10,275,4,5
2023,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,Z,11.3,9.5,248,5,5
2023,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,Z,12.9,10.4,279,4,5
2023,GMC,Acadia AWD,SUV: Standard,2,4,A9,X,10.8,8.7,232,5,7
2023,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,12.6,9.2,259,4,6
2023,GMC,Canyon,Pickup truck: Small,2.7,4,A8,X,13,10.3,277,4,7
2023,GMC,Canyon 4WD,Pickup truck: Small,2.7,4,A8,X,13.5,11,290,4,7
2023,GMC,Canyon 4WD Mud Terrain Tire,Pickup truck: Small,2.7,4,A8,X,13.9,12,308,4,7
2023,GMC,Canyon AT4X 4WD,Pickup truck: Small,2.7,4,A8,X,14.3,14.3,335,3,7
2023,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,12.7,11.2,281,4,7
2023,GMC,Sierra,Pickup truck: Standard,3,6,A10,D,10,8.1,247,5,5
2023,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,X,14.3,11.2,303,4,6
2023,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A10,X,14.3,11.7,308,4,5
2023,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A10,E,19.6,15.3,293,4,5
2023,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13.1,11.6,291,4,7
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,13.8,13.2,318,3,7
2023,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,D,10.7,8.7,264,4,5
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A10,D,11.1,10.2,288,4,5
2023,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.8,11.8,325,3,6
2023,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,326,3,5
2023,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,318,3,5
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,16,13.2,346,3,6
2023,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,326,3,5
2023,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,318,3,5
2023,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.4,12.3,330,3,6
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,16.7,14,364,2,6
2023,GMC,Sierra 4WD AT4X,Pickup truck: Standard,6.2,8,A10,Z,16.7,14,364,2,6
2023,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.7,8.1,211,5,7
2023,GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,9.9,8.3,216,5,7
2023,GMC,Yukon,SUV: Standard,3,6,A10,D,11.2,8.7,272,4,3
2023,GMC,Yukon,SUV: Standard,5.3,8,A10,X,15.8,11.8,327,3,6
2023,GMC,Yukon 4WD,SUV: Standard,3,6,A10,D,11.7,9,281,4,3
2023,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,X,15.8,11.8,327,3,6
2023,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.6,13.1,352,3,6
2023,GMC,Yukon XL,SUV: Standard,3,6,A10,D,11.2,8.7,272,4,3
2023,GMC,Yukon XL,SUV: Standard,5.3,8,A10,X,15.8,11.8,327,3,6
2023,GMC,Yukon XL 4WD,SUV: Standard,3,6,A10,D,11.7,9,281,4,3
2023,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,X,16,12.7,339,3,6
2023,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,16.6,13.1,352,3,6
2023,Honda,Accord,Full-size,1.5,4,AV,X,8.1,6.4,171,6,7
2023,Honda,Accord Hybrid Sport/Touring,Mid-size,2,4,AV,X,5,5.7,124,8,7
2023,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.7,6.3,166,6,7
2023,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.5,6.3,175,6,6
2023,Honda,Civic Hatchback,Full-size,2,4,AV,X,8,6.2,167,6,7
2023,Honda,Civic Hatchback,Full-size,2,4,M6,X,9.1,6.6,186,6,6
2023,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.6,6.1,162,7,7
2023,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.7,6,162,7,7
2023,Honda,Civic Sedan,Mid-size,2,4,AV7,X,7.8,6.3,165,6,7
2023,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,180,6,6
2023,Honda,Civic Type R,Full-size,2,4,M6,Z,10.8,8.3,224,5,6
2023,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.4,7.1,181,6,7
2023,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,9.1,7.6,197,6,6
2023,Honda,CR-V Hybrid AWD,SUV: Small,2,4,AV,X,6,6.9,151,7,7
2023,Honda,HR-V,Station wagon: Small,2,4,AV,X,9.1,7.4,194,6,7
2023,Honda,HR-V AWD,Station wagon: Small,2,4,AV,X,9.4,7.8,203,5,7
2023,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,248,5,5
2023,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,265,4,3
2023,Honda,Pilot AWD,SUV: Standard,3.5,6,AS10,X,12.4,9.3,258,4,7
2023,Honda,Pilot AWD Touring/Elite/Black,SUV: Standard,3.5,6,AS10,X,12.7,9.4,262,4,7
2023,Honda,Pilot AWD TrailSport,SUV: Standard,3.5,6,AS10,X,13,10.3,275,4,7
2023,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,271,4,3
2023,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.4,6.6,179,6,5
2023,Hyundai,Elantra,Mid-size,2,4,AV1,X,7.6,5.7,158,7,5
2023,Hyundai,Elantra (ISG),Mid-size,2,4,AV1,X,7.1,5.5,151,7,5
2023,Hyundai,Elantra N,Mid-size,2,4,AM8,Z,12.1,7.9,241,5,3
2023,Hyundai,Elantra N,Mid-size,2,4,M6,Z,10.9,7.7,223,5,3
2023,Hyundai,Elantra Hybrid,Mid-size,1.6,4,AM6,X,4.8,4.5,110,8,7
2023,Hyundai,Kona,SUV: Small,2,4,AV,X,8,6.6,174,6,7
2023,Hyundai,Kona N,SUV: Small,2,4,AM8,Z,11.8,8.7,246,5,3
2023,Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,8.8,7.4,193,6,5
2023,Hyundai,Kona AWD,SUV: Small,2,4,AV,X,8.5,7.2,187,6,7
2023,Hyundai,Palisade AWD,SUV: Small,3.8,6,AS8,X,12.6,9.5,263,4,5
2023,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4,AM8,X,12.1,8.7,250,5,5
2023,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,X,11,8.5,233,5,5
2023,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,X,10.6,9.3,235,5,7
2023,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,X,7.1,7.9,176,6,7
2023,Hyundai,Sonata,Full-size,1.6,4,AS8,X,9,6.5,186,6,5
2023,Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.2,208,5,5
2023,Hyundai,Sonata,Full-size,2.5,4,AS8,X,8.8,6.4,182,6,7
2023,Hyundai,Sonata Hybrid,Full-size,2,4,AM6,X,5.3,4.6,117,8,7
2023,Hyundai,Tucson,SUV: Small,2.5,4,AS8,X,9.4,7.4,200,6,7
2023,Hyundai,Tucson AWD,SUV: Small,2.5,4,AS8,X,10.1,8.3,218,5,7
2023,Hyundai,Tucson Hybrid,SUV: Small,1.6,4,AM6,X,6.3,6.6,152,7,7
2023,Hyundai,Venue,Mid-size,1.6,4,AV1,X,7.9,6.9,177,6,5
2023,Infiniti,Q50 AWD,Mid-size,3,6,AS7,Z,12.5,8.7,254,5,3
2023,Infiniti,Q50 AWD Red Sport,Mid-size,3,6,AS7,Z,12.5,9.3,261,4,3
2023,Infiniti,QX50 AWD,SUV: Small,2,4,AV8,Z,10.8,8.3,228,5,6
2023,Infiniti,QX55 AWD,SUV: Small,2,4,AV8,Z,10.4,8.3,222,5,6
2023,Infiniti,QX60 AWD,SUV: Standard,3.5,6,AS9,Z,11.9,9.3,251,5,5
2023,Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.2,355,3,3
2023,Jaguar,E-PACE P250,SUV: Small,2,4,AS9,Z,11.5,9.2,247,5,7
2023,Jaguar,F-PACE P250,SUV: Small,2,4,AS8,Z,10.7,8.8,227,5,7
2023,Jaguar,F-PACE P400,SUV: Small,3,6,AS8,Z,12.1,9.1,253,5,7
2023,Jaguar,F-PACE P550 SVR,SUV: Small,5,8,AS8,Z,15.4,11,316,3,3
2023,Jaguar,F-TYPE P450 Convertible,Two-seater,5,8,AS8,Z,14.1,9.7,286,4,3
2023,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5,8,AS8,Z,15.2,9.8,299,4,3
2023,Jaguar,F-TYPE P450 Coupe,Two-seater,5,8,AS8,Z,14.1,9.7,286,4,3
2023,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5,8,AS8,Z,15.2,9.8,299,4,3
2023,Jaguar,F-TYPE R Convertible AWD,Two-seater,5,8,AS8,Z,15.2,9.8,299,4,3
2023,Jaguar,F-TYPE R Coupe AWD,Two-seater,5,8,AS8,Z,15.2,9.8,299,4,3
2023,Jaguar,XF P250,Mid-size,2,4,AS8,Z,9.4,7.1,197,6,7
2023,Jaguar,XF P300 AWD,Mid-size,2,4,AS8,Z,10.6,7.7,219,5,7
2023,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8,230,5,6
2023,Jeep,Cherokee 4X4 Trailhawk Active Drive Lock,SUV: Small,2,4,A9,X,11.8,9.2,249,5,5
2023,Jeep,Compass 4X4,SUV: Small,2,4,A8,X,9.9,7.4,205,5,7
2023,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.8,8.5,263,4,1
2023,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3,6,A8,D,11,8.7,271,4,1
2023,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,290,4,7
2023,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,296,4,5
2023,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.3,9.2,256,5,7
2023,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,331,3,5
2023,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,X,13,9.4,266,4,7
2023,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,331,3,5
2023,Jeep,Grand Wagoneer 4X4 (High Output),SUV: Standard,3,6,A8,Z,16.3,11.8,334,3,5
2023,Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8,A8,Z,18.6,12.8,374,2,1
2023,Jeep,Grand Wagoneer L 4X4 (High Output),SUV: Standard,3,6,A8,Z,17,12.5,352,3,5
2023,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,222,5,6
2023,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,231,5,6
2023,Jeep,Wagoneer 4X4,SUV: Standard,3,6,A8,X,14.5,10.1,293,4,6
2023,Jeep,Wagoneer 4X4,SUV: Standard,5.7,8,A8,X,15.6,11.7,324,3,5
2023,Jeep,Wagoneer L 4X4,SUV: Standard,3,6,A8,X,14.5,10.4,297,4,6
2023,Jeep,Wrangler JL 4X4,SUV: Small,2,4,A8,X,10.7,9.8,241,5,5
2023,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,274,4,7
2023,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,X,12,9.8,258,4,7
2023,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,277,4,5
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2,4,A8,X,11.5,9.9,251,5,5
2023,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3,6,A8,D,10.6,8.1,255,5,1
2023,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3,6,A8,D,11.2,9,275,4,1
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,275,4,7
2023,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.3,9.9,262,4,7
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,285,4,5
2023,Jeep,Wrangler JL Unlimited 4X4 392,SUV: Small,6.4,8,A8,Z,18.5,14.1,387,2,1
2023,Kia,Carnival,Minivan,3.5,6,AS8,X,12.1,8.9,252,5,5
2023,Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,184,6,5
2023,Kia,Forte,Mid-size,2,4,AV,X,8.2,6,170,6,7
2023,Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,190,6,5
2023,Kia,Forte 5,Full-size,2,4,AV,X,8.6,6.5,182,6,7
2023,Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,207,5,5
2023,Kia,K5 AWD,Full-size,1.6,4,AS8,X,9.3,7,196,6,5
2023,Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.5,5.2,112,8,7
2023,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.5,4.4,104,9,7
2023,Kia,Rio,Compact,1.6,4,AV1,X,7.2,6.1,160,7,3
2023,Kia,Rio,Compact,1.6,4,M6,X,7.7,6.1,166,6,3
2023,Kia,Seltos,SUV: Small,2,4,AV8,X,8.2,7.1,182,6,5
2023,Kia,Seltos AWD,SUV: Small,1.6,4,AM7,X,9.4,7.9,205,5,5
2023,Kia,Seltos AWD,SUV: Small,2,4,AV8,X,8.8,7.6,195,6,5
2023,Kia,Sorento AWD,SUV: Small,2.5,4,AM8,X,10.9,8.7,234,5,5
2023,Kia,Sorento AWD,SUV: Small,2.5,4,AS8,X,10.1,9.2,227,5,5
2023,Kia,Sorento Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.4,7,157,7,7
2023,Kia,Soul,Station wagon: Small,2,4,AV,X,8.5,7,187,6,7
2023,Kia,Sportage,SUV: Small,2.5,4,AS8,X,9.3,7.4,198,6,5
2023,Kia,Sportage AWD,SUV: Small,2.5,4,AS8,X,10.4,8.5,224,5,5
2023,Kia,Sportage Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.1,6.3,145,7,7
2023,Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.7,9.6,280,4,3
2023,Kia,Telluride AWD,SUV: Small,3.8,6,AS8,X,12.8,9.8,269,4,5
2023,Lamborghini,Huracán EVO Coupe,Two-seater,5.2,10,AM7,Z,18,13.1,368,2,1
2023,Lamborghini,Huracán EVO Coupe AWD,Two-seater,5.2,10,AM7,Z,18.2,13.2,370,2,1
2023,Lamborghini,Huracán EVO Spyder,Two-seater,5.2,10,AM7,Z,18,13.1,368,2,1
2023,Lamborghini,Huracán EVO Spyder AWD,Two-seater,5.2,10,AM7,Z,18.2,13.2,370,2,1
2023,Lamborghini,Urus Performante,SUV: Standard,4,8,AS8,Z,16.6,12.5,345,3,3
2023,Lamborghini,Urus S,SUV: Standard,4,8,AS8,Z,16.6,12.5,345,3,3
2023,Land Rover,Defender 90 P300,SUV: Standard,2,4,AS8,Z,13.2,11.3,289,4,7
2023,Land Rover,Defender 90 P400,SUV: Standard,3,6,AS8,Z,12.9,10.4,276,4,7
2023,Land Rover,Defender 90 5.0L V8,SUV: Standard,5,8,AS8,Z,15.8,12.4,339,3,3
2023,Land Rover,Defender 110 P300,SUV: Standard,2,4,AS8,Z,14.2,11.7,306,4,7
2023,Land Rover,Defender 110 P400,SUV: Standard,3,6,AS8,Z,12.9,10.4,276,4,7
2023,Land Rover,Defender 110 5.0L V8,SUV: Standard,5,8,AS8,Z,16.4,12.7,350,3,3
2023,Land Rover,Discovery P300,SUV: Standard,2,4,AS8,Z,12.2,10.6,271,4,7
2023,Land Rover,Discovery P360,SUV: Standard,3,6,AS8,Z,12.1,9.3,258,4,7
2023,Land Rover,Discovery Sport P250,SUV: Small,2,4,AS9,Z,12.7,10,271,4,7
2023,Land Rover,Range Rover P400,SUV: Standard,3,6,AS8,Z,13.1,9.1,265,4,7
2023,Land Rover,Range Rover P400 LWB,SUV: Standard,3,6,AS8,Z,13.1,9.1,265,4,7
2023,Land Rover,Range Rover P530,SUV: Standard,4.4,8,AS8,Z,15.1,11.1,316,4,5
2023,Land Rover,Range Rover P530 LWB,SUV: Standard,4.4,8,AS8,Z,15.2,11,314,4,5
2023,Land Rover,Range Rover Sport P360,SUV: Standard,3,6,AS8,Z,12.3,9,254,5,7
2023,Land Rover,Range Rover Sport HST P400,SUV: Standard,3,6,AS8,Z,13.1,9.1,265,4,7
2023,Land Rover,Range Rover Sport P530,SUV: Standard,4.4,8,AS8,Z,15.1,11.1,316,4,5
2023,Land Rover,Range Rover Evoque P250,SUV: Small,2,4,AS9,Z,11.9,8.8,247,5,7
2023,Land Rover,Range Rover Evoque P300,SUV: Small,2,4,AS9,Z,11.3,9.1,244,5,7
2023,Land Rover,Range Rover Velar P250,SUV: Small,2,4,AS8,Z,11.5,9,244,5,7
2023,Land Rover,Range Rover Velar P340,SUV: Small,3,6,AS8,Z,11.8,9,248,5,7
2023,Land Rover,Range Rover Velar P400,SUV: Small,3,6,AS8,Z,12.6,9.5,265,4,7
2023,Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,9.5,7,195,6,6
2023,Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,124,8,7
2023,Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.7,7.3,214,5,5
2023,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,219,5,5
2023,Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,337,3,3
2023,Lexus,IS 300,Compact,2,4,AS8,Z,11,7.6,221,5,5
2023,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9,253,5,5
2023,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.2,9,253,5,5
2023,Lexus,IS 500,Compact,5,8,AS8,Z,14.1,9.3,280,4,5
2023,Lexus,LC 500,Subcompact,5,8,AS10,Z,15.1,9.6,294,4,5
2023,Lexus,LC 500 Convertible,Minicompact,5,8,AS10,Z,16,9.5,304,4,5
2023,Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9,7.1,189,6,7
2023,Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.8,8.7,270,4,5
2023,Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.1,8.1,217,5,7
2023,Lexus,LX 600,SUV: Standard,3.4,6,AS10,Z,14.2,10.8,298,4,5
2023,Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,X,9.4,7.4,198,6,6
2023,Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,Z,10.5,8.3,221,5,7
